100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 100.000000 
100.611132 102.267268 97.967365 100.646701 95.155960 102.157385 101.088734 98.446335 95.837542 99.187404 
96.751426 106.425183 100.230123 102.344172 92.183769 99.339974 100.720235 96.992681 94.269269 98.440302 
91.046945 106.281936 100.567949 101.874835 94.704772 99.310739 102.352535 90.924522 92.700959 99.574899 
89.892017 101.902318 97.116998 102.012738 90.875575 96.441054 100.679162 88.994949 90.200326 100.000049 
90.868192 99.798236 98.185222 99.499385 91.407948 96.284115 102.142225 89.975926 88.726204 99.912093 
90.092783 98.472610 93.881129 101.142025 88.759853 95.278262 102.180308 92.043033 89.261628 96.481333 
90.098668 98.014140 92.993601 102.155393 87.899431 98.418879 105.584335 93.736108 92.499576 98.804814 
90.726424 95.386441 94.464441 101.248996 86.470191 97.426262 107.497790 91.003136 89.204884 99.660323 
89.648737 97.991964 93.775238 104.154666 86.783223 95.971476 112.099528 91.414688 85.098565 99.714076 
89.276657 95.997702 96.518304 103.271663 85.425931 98.418500 116.606928 94.266735 85.656040 101.726127 
89.670157 95.700263 94.265848 100.303432 85.891411 99.739744 115.673525 96.264308 83.974888 99.950171 
89.792458 99.034481 96.701744 98.725217 85.836231 96.503038 120.072919 96.896425 84.177496 103.090440 
91.649152 97.323054 100.615715 96.019235 84.707392 95.692378 123.391301 98.393803 88.829387 104.657003 
92.950953 95.881852 99.473296 95.477264 82.701942 93.166401 123.659171 95.697713 87.271925 100.299294 
93.964457 93.631046 99.060210 94.448628 82.129782 96.466911 122.531861 93.905812 85.713096 100.443231 
97.508638 92.688937 96.848715 97.502785 85.473351 98.498343 124.272014 95.517986 86.755062 99.733468 
99.825842 91.719618 93.935384 97.678703 85.194791 100.374501 127.222474 92.235456 88.011791 100.561779 
100.509300 92.445103 92.527593 98.853678 89.396350 101.626105 128.958998 93.197860 87.407686 100.382932 
98.491605 89.108985 93.790968 97.020780 86.663891 96.876223 123.115321 91.776003 82.796864 98.430605 
102.700060 93.609719 95.828477 101.862634 92.162643 99.914188 121.919455 95.267494 84.173719 99.773000 
103.860174 94.401784 95.383948 108.852894 94.821450 101.597277 126.994766 100.523111 85.808983 104.133528 
102.932932 97.018199 96.877287 104.459791 97.451914 103.584934 122.524300 99.395248 84.728907 101.409880 
99.759804 92.363532 93.058718 100.450637 96.164299 103.163557 120.621608 97.740452 79.028540 104.240909 
97.389632 90.231699 94.766554 97.002940 95.493413 95.550199 120.580719 96.982094 78.800415 102.460462 
103.927900 96.051425 96.004954 94.486935 93.309347 96.417119 127.656708 102.591492 82.266496 101.488940 
106.291992 99.645725 99.252533 100.655223 93.991550 98.356847 131.126884 104.130354 86.925639 102.884928 
105.076711 97.251637 99.989336 103.247044 93.818306 98.141442 130.940397 104.501641 88.051498 102.590903 
104.579720 99.643615 97.231500 105.532401 91.438028 96.452764 125.865542 103.129874 87.703953 102.447171 
104.036031 98.482731 97.504683 108.618847 92.082712 96.178523 126.946866 104.247049 90.146344 102.679978 
106.099135 101.843415 101.541210 109.028164 91.909691 98.421188 129.161192 108.537388 93.079451 107.235481 
103.951445 101.124828 96.829859 104.398241 93.664560 98.594272 132.302485 106.190287 89.786009 105.233070 
99.121896 98.350793 92.178982 98.579285 94.101209 94.015928 132.881347 104.212482 84.218478 102.021287 
93.814362 93.278995 89.935918 98.171800 93.038334 91.791811 134.209413 104.814861 85.270149 95.493786 
96.278052 92.832444 92.801812 98.365022 92.638132 94.844685 137.055107 106.949305 87.673700 96.469568 
100.506691 93.699594 93.113340 98.120096 92.655180 97.010109 134.763742 108.215751 89.564069 98.371152 
99.127844 94.304108 93.339393 98.734176 94.951373 98.455396 132.407136 111.433017 87.993486 102.436122 
101.388946 99.384913 91.788266 101.414135 93.975786 102.671351 136.927292 112.979106 89.845875 103.040383 
99.848941 99.152904 93.819017 97.722138 89.623241 100.260077 137.776275 110.675079 89.458799 100.132558 
101.153793 96.372632 92.943041 98.085542 91.357513 104.455178 141.538911 114.582147 84.657038 101.001444 
105.052649 97.423235 93.492719 99.986893 91.763472 105.969497 139.614472 115.231265 80.828483 101.502932 
111.982009 97.864404 97.359910 98.369336 96.933472 109.007389 146.603090 114.558347 80.246185 108.185485 
109.834722 95.167552 98.327684 96.619498 93.811821 111.949490 148.461742 112.949427 81.110863 111.839318 
109.814450 96.655899 97.784320 96.514579 92.898979 112.321412 140.419379 109.246112 79.768717 107.143041 
106.616444 95.030311 97.526985 93.670875 92.884319 111.867001 135.979622 108.276077 77.126671 109.313510 
106.688870 95.862859 98.235309 89.777884 95.076987 108.364986 132.072611 106.563942 75.517264 110.080675 
107.152023 92.446375 99.915889 90.384091 95.001749 108.317398 133.594125 105.631469 80.408046 111.409714 
104.582881 95.371586 99.133697 91.335588 100.699190 112.104385 135.098542 109.479009 81.132056 108.961556 
101.553880 92.558355 95.193114 92.207518 103.809158 113.899189 135.654543 105.674647 81.607278 108.040144 
105.635677 92.631853 100.310720 98.521621 107.063721 119.085471 145.084503 109.792726 83.423839 108.818357 
107.083066 92.667068 100.761653 97.214115 108.321805 116.894605 149.335583 110.089715 82.243664 108.670076 
109.858889 94.171618 100.897669 98.874946 113.270245 119.138980 147.063587 113.000100 82.886740 107.198615 
108.922678 94.458871 99.974737 100.375071 114.491710 121.285114 147.743230 114.144508 86.129926 109.851321 
104.031564 89.422287 99.265908 99.081881 113.649549 121.974906 143.730842 112.563536 82.334128 104.620114 
102.000454 88.869640 99.138121 98.245671 116.573407 120.926906 137.022826 114.380758 80.626579 103.561819 
105.820381 91.819282 101.370902 96.018640 116.747019 122.496565 144.182020 111.850349 81.579974 106.689141 
107.715465 91.740476 99.519843 93.289309 114.134564 129.848554 146.187716 115.924846 83.921675 106.967010 
110.807818 92.636922 104.460871 97.060621 116.708816 138.846385 158.070753 116.683477 86.898888 109.741172 
112.230436 91.859020 105.629827 97.792029 112.008956 138.857779 155.309101 113.035302 86.864194 111.863879 
105.027949 91.432444 101.208712 98.984146 112.469457 132.322990 153.741080 109.549230 86.481532 110.224393 
106.035626 89.249869 98.670326 97.111289 111.063881 140.658167 154.844981 110.330288 87.250047 112.041217 
104.796830 88.980743 97.730831 99.141546 113.962126 141.287842 149.598198 110.002503 87.543232 115.431434 
104.048653 88.619989 97.764892 99.920558 112.670854 138.078080 148.459273 107.929871 86.281286 115.663980 
103.584743 90.454045 96.533688 101.116078 114.252308 137.435610 147.816715 107.708062 88.120283 117.596081 
102.502814 94.566929 97.469650 98.594524 121.800798 141.638084 143.665196 108.709981 91.226875 114.772512 
102.273298 93.633746 96.094661 98.797109 120.355133 138.066123 147.758041 105.502827 91.406977 116.839217 
101.755401 91.546482 95.502294 96.915296 116.613044 138.682404 147.638725 99.276006 86.465614 117.383493 
104.136693 92.307459 98.315181 94.954962 118.768973 145.195626 149.929601 103.081674 91.955484 121.646201 
103.906079 91.662482 98.140658 95.575755 120.866985 148.145065 147.965051 103.888615 93.226206 121.881596 
105.410768 88.571807 96.479630 90.363326 116.293640 145.819798 144.451172 104.546604 91.587481 117.899969 
104.115228 89.041917 94.570197 88.833027 120.568282 138.093079 142.235150 108.273138 89.374521 121.538129 
109.168458 86.467201 96.292628 88.079227 119.098479 134.748303 146.076317 107.415541 92.726116 121.796900 
110.884345 87.639587 95.764912 93.430915 121.345328 133.973177 152.490053 110.851595 89.889024 122.203246 
108.364082 85.707823 97.609431 91.786871 118.352159 134.590859 153.888112 107.017585 84.553803 121.730868 
102.073101 83.402271 96.159700 91.476940 120.229457 136.896741 154.605650 104.386494 82.965559 123.698453 
104.110818 79.957327 99.280432 98.513829 117.923989 140.658672 156.088637 107.439266 81.658069 130.020629 
105.673919 82.563567 103.427671 96.861587 121.403000 140.194089 162.991101 107.580817 81.531739 127.215602 
107.943779 84.264015 102.399269 100.243074 124.518795 144.935830 167.387525 107.384873 80.891901 135.424219 
107.333528 85.797369 96.835535 98.652667 123.308351 146.783052 166.614504 105.787897 81.084279 135.910369 
108.419693 81.803822 98.576906 98.640453 121.633923 147.961902 169.577321 107.950615 79.528137 137.084054 
113.589559 86.234421 104.518254 99.031304 122.450578 149.816694 184.660338 111.829427 79.992528 140.696389 
119.224304 85.524252 103.027273 96.966380 121.973655 153.827619 189.700383 114.992560 82.237325 147.407171 
117.251064 88.086311 104.440530 98.485971 125.303049 151.817757 177.512983 115.337494 83.326116 151.638469 
114.331215 87.343080 101.144733 96.657500 122.369573 140.918981 176.428235 114.923745 81.573591 151.625178 
113.765438 87.999177 103.446102 91.205603 122.100341 144.542349 182.385254 115.638252 81.316158 156.384681 
115.143420 90.911716 106.260948 91.653427 122.157299 144.091464 186.909083 116.293317 81.264022 158.461755 
116.178428 92.783249 106.328900 94.776125 118.068358 144.880245 188.920259 116.641692 84.126339 157.596999 
113.779920 90.974066 106.038422 95.143430 117.017228 152.427396 181.548328 118.432114 81.368711 158.663183 
111.971736 90.299418 102.436199 92.249515 118.038973 149.856680 179.907212 115.664884 79.665597 158.479975 
112.620490 88.831880 99.250478 93.149975 121.879273 154.410751 180.237340 123.937415 80.012285 163.622391 
108.281939 88.422454 98.404555 91.066204 125.017878 158.021437 175.667853 122.504503 78.387183 163.968661 
109.164135 90.842496 103.270115 90.412885 128.701236 164.510472 179.778348 125.426487 76.085732 168.432431 
104.388513 88.009064 100.389462 88.534565 121.632566 163.493659 180.052192 123.188056 73.908073 162.246799 
105.134084 88.139463 104.540300 85.258645 122.144025 164.171615 185.142959 121.261184 71.905878 167.529529 
103.286273 85.608353 104.816788 85.381540 124.596781 171.135395 194.824229 122.968146 72.762204 172.612999 
106.505316 87.363222 109.835713 90.693715 134.761888 174.760938 199.670675 131.780288 74.003742 176.212919 
111.667127 89.630686 108.847737 89.525521 133.386324 175.307552 195.449801 130.651495 76.757054 171.674062 
111.495451 91.457286 109.913150 90.984663 130.615408 182.487687 190.456480 130.864545 78.464766 176.526392 
106.217689 92.016577 110.947486 93.519940 138.717946 188.343732 199.318053 134.938700 78.954523 173.276521 
109.293611 90.551009 111.637286 92.233317 137.807967 186.327071 195.251407 133.171187 81.280199 170.665912 
106.924508 89.142704 112.108677 92.092089 135.190912 188.840840 194.963168 132.988685 82.148911 174.924503 
106.454001 85.952840 109.442937 92.108813 131.933684 180.523047 190.276636 125.841416 80.924128 174.854241 
107.860327 86.891554 109.890311 94.102271 132.266043 180.143623 188.600537 127.949122 78.429248 170.394737 
103.531469 82.692670 100.546038 88.965225 128.908057 175.336556 178.707274 124.563162 76.481581 162.286347 
106.995636 88.317606 98.649151 93.957264 134.890653 188.472371 187.139037 121.613662 76.617250 170.907479 
